fixed_effect_type,feature_dimension,task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps
steps,1,in_context,0,1.1773882380755871,loyu3mwt,1.172294882444631,0.6999575510052394
steps,1,in_context,1,1.1618430002426734,i7rtp5ze,1.1647539761748062,0.6956010705010529
steps,1,in_context,2,1.185847818857584,77n2lq8n,1.1743473271634015,0.6989653429927302
steps,1,in_context,3,1.1811516847572203,uno3c0re,1.1959242481204806,0.7113211825129258
steps,1,in_context,4,1.176694112314568,svym4fyy,1.1831080230224986,0.7030969024627467
steps,1,few_shot,0,1.2176687105361963,ly2pcku6,1.2160725407325972,0.7219872940818123
steps,1,few_shot,1,1.2057775123563184,noobun4b,1.1586121031591814,0.6948841572951928
steps,1,few_shot,2,1.2051994937606416,rpftnb8p,1.2028571377143769,0.7140600956448618
steps,1,few_shot,3,1.224553273366202,cotw8aol,1.2029238931221,0.7165923594011959
steps,1,few_shot,4,1.2127662580298977,i5aibyhi,1.215888694389307,0.7197460451141344
steps,2,in_context,0,1.56558889001192,40uw3jr7,1.5800388321635617,0.9262370430131768
steps,2,in_context,1,1.5791925549666932,xh21wcv4,1.5768310017457032,0.9255609672144316
steps,2,in_context,2,1.5731678781949014,aeqhiija,1.5834362156016768,0.9299463608819224
steps,2,in_context,3,1.5983679703188691,1pma6vjx,1.595089867815471,0.937333456418961
steps,2,in_context,4,1.550094288465052,wp7kba4k,1.5873047179402513,0.9312025995699572
steps,2,few_shot,0,1.6556477981890194,flgtcb5j,1.6445934193195066,0.9607730815333102
steps,2,few_shot,1,1.6639975633581363,mwepnrkw,1.6258207705305978,0.952137174246008
steps,2,few_shot,2,1.6322744470664474,oi8h9krf,1.621291614049822,0.9474621765782452
steps,2,few_shot,3,1.6432055328446258,wi74ajs5,1.6567950363561654,0.9697010673112096
steps,2,few_shot,4,1.6306510612993048,wd1kt2se,1.601800655425751,0.94068989379874
