fixed_effect_type,feature_dimension,task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps,epochs_trained,model.params.dropout,model.train_params.learning_rate
zero,1,in_context,0,0.5682797622670563,19cykojw,0.5698666228149215,0.3222941731770833,2586.0,0.0090454577821076,4.473636174621264e-05
zero,1,in_context,1,0.5648299339745235,h6zsj0hp,0.5719692714275066,0.3242283854166666,2906.0,0.0244076469689557,9.7803370166594e-05
zero,1,in_context,2,0.5655820642658967,ds4xs0iz,0.563175619648167,0.3187856770833333,2967.0,0.0090454577821076,4.473636174621264e-05
zero,1,in_context,3,0.5679116025852208,54dcpsiz,0.5677710798679859,0.3207677408854166,2715.0,0.0090454577821076,4.473636174621264e-05
zero,1,in_context,4,0.564563600057329,mb2s6bbl,0.570959152143036,0.3258252604166666,2212.0,0.0116167224336398,0.0005399484409787
zero,1,few_shot,0,0.6666704789145194,dkqorzcr,0.7030990408402116,0.397401123046875,2520.0,0.1931264066149118,0.0004138040112561
zero,1,few_shot,1,0.6716556220757284,xh3gkw0p,0.6709487261380486,0.377577880859375,2344.0,0.0176985004103839,2.465844721448737e-05
zero,1,few_shot,2,0.6826857972647288,vk40o5u5,0.7029172191136196,0.3948440551757813,1798.0,0.119579995762217,0.0006978281265126
zero,1,few_shot,3,0.6641032189304882,nnipzsa4,0.6755217669444926,0.3818890991210937,2601.0,0.1931264066149118,0.0004138040112561
zero,1,few_shot,4,0.6761280067424905,9zkwqq8i,0.691766598426363,0.3886956176757812,2893.0,0.1878997883128378,0.000616104953938
zero,2,in_context,0,0.8410692883447286,sg1xsai9,0.8526141269694407,0.4844041666666667,2089.0,0.0116167224336398,0.0005399484409787
zero,2,in_context,1,0.837257751062651,yylb5djm,0.8448265450875334,0.48697099609375,3159.0,0.0130103185970559,0.0007902619549708
zero,2,in_context,2,0.8345746260569349,qy91ivvc,0.8388353215460531,0.4875435872395833,3424.0,0.0041168988591604,0.0008706020878304
zero,2,in_context,3,0.8396277116417744,u6jqr6dr,0.8352105970200409,0.4767619791666667,2677.0,0.0068777042230436,0.0006586289317583
zero,2,in_context,4,0.8386485252152021,aun03y30,0.843580832767461,0.4814048828125,2266.0,0.0130103185970559,0.0007902619549708
zero,2,few_shot,0,1.0129793917485812,n4a5dpox,1.0439175245402192,0.5907748413085937,1099.0,0.119579995762217,0.0006978281265126
zero,2,few_shot,1,1.0208383029167356,mt48adit,1.0002486001205966,0.5643753662109375,1823.0,0.1878997883128378,0.000616104953938
zero,2,few_shot,2,0.9852254913554548,k8f3t630,1.025410254034827,0.5790177001953125,2407.0,0.0312037280884873,2.0511104188433963e-05
zero,2,few_shot,3,0.998980400867141,xer22hxn,1.0163858049061143,0.5756357421875,2228.0,0.1878997883128378,0.000616104953938
zero,2,few_shot,4,1.0095898883538983,xadp1k3h,1.007423301742072,0.5671046142578124,1978.0,0.146398788362281,0.0001575132049977
