fixed_effect_type,feature_dimension,task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps
steps,1,in_context,0,0.6753348147060908,dypv9b23,0.677412241973963,0.3762709442889607
steps,1,in_context,1,0.6779984885648516,9ymyng00,0.6862909848212257,0.3801558891656301
steps,1,in_context,2,0.6896851032762784,7yapp0nv,0.6838259693771643,0.3786340471576675
steps,1,in_context,3,0.680382611487987,9ot25kxt,0.6901998113961324,0.3810974951947025
steps,1,in_context,4,0.6823161317027703,s6kqs92v,0.6864066378297689,0.3792704833147063
steps,1,few_shot,0,0.8430078225151432,z0tb45a7,0.8481722523513735,0.4611440152263694
steps,1,few_shot,1,0.8262908568030882,eguam0yx,0.8248627468304066,0.4481390728273831
steps,1,few_shot,2,0.8210847905773303,ifp3d6op,0.8345082321213638,0.4543056718281807
steps,1,few_shot,3,0.8372234177878443,o1xsaxpc,0.8474152112844555,0.4611493218753186
steps,1,few_shot,4,0.8404141578220016,9z2k1oow,0.8249995717811209,0.4513218267762661
steps,2,in_context,0,0.945994207125608,fzd7mbnr,0.9560059361720364,0.528185566869628
steps,2,in_context,1,0.9473540283988564,twhpgypm,0.9501641846846124,0.5259684481805453
steps,2,in_context,2,0.9480451308992934,o4epswsi,0.9525632480746236,0.5253811126013963
steps,2,in_context,3,0.9598203074755272,9ilyzysj,0.9469377287656512,0.5230693385021363
steps,2,in_context,4,0.9450333254618316,gxfms9bv,0.961707551050307,0.5300133692197593
steps,2,few_shot,0,1.1801467397816832,0z2ohxoh,1.185023506704159,0.6525113915143596
steps,2,few_shot,1,1.1885129658689633,b0yyqvkd,1.1762091101059973,0.6517092341943417
steps,2,few_shot,2,1.1739292039410492,o9admalv,1.177615816123445,0.6497589529316424
steps,2,few_shot,3,1.1833490906276043,b01jrthk,1.1885593166819537,0.65765314680811
steps,2,few_shot,4,1.1975185398101529,1k20z1so,1.181241430806916,0.6529028757548231
