fixed_effect_type,feature_dimension,task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps,best_boosting_round,model.train_params.learning_rate,model.train_params.lambda_l2,model.train_params.min_data_in_leaf,model.train_params.num_leaves,model.train_params.max_bin,model.train_params.max_depth
steps,1,in_context,0,1.1197492847358184,0r4wuw4w,1.1195167593126725,,72.0,0.7601812767003311,0.0,100.0,2.0,1000.0,-1.0
steps,1,in_context,1,1.0980092961222818,8g65vgo2,1.1102442146877785,,278.0,0.2409214543666476,1.0,1000.0,2.0,1000.0,-1.0
steps,1,in_context,2,1.117381242434664,mm4q3k2f,1.1203377423176424,,4.0,0.7452629792912638,0.0,100.0,4.0,1000.0,-1.0
steps,1,in_context,3,1.1241321540060836,zniwd6vr,1.1249831434913218,,107.0,0.0374181665960717,0.0,20.0,4.0,1000.0,-1.0
steps,1,in_context,4,1.116575903924102,24h1jzxk,1.102137028619933,,10.0,0.7452629792912638,0.0,100.0,4.0,1000.0,-1.0
steps,1,few_shot,0,1.1689613879877014,1ikzvlnv,1.1070728678560442,,5.0,0.7452629792912638,0.0,100.0,4.0,1000.0,-1.0
steps,1,few_shot,1,1.1077735276399967,9nymiqf2,1.070177653628294,,8.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
steps,1,few_shot,2,1.0966072733632517,lw6o6vt3,1.163837360267351,,391.0,0.1239996783684609,1.0,20.0,2.0,500.0,-1.0
steps,1,few_shot,3,1.1298296039072104,cj9cnw4g,1.0800160302707542,,26.0,0.7601812767003311,0.0,100.0,2.0,1000.0,-1.0
steps,1,few_shot,4,1.1104915967045148,7fmdhqf9,1.1538051253790411,,84.0,0.040596116104843,0.0,20.0,8.0,500.0,-1.0
steps,2,in_context,0,1.1143337726211096,13i058u0,1.128683576323419,,23.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
steps,2,in_context,1,1.115630905679042,lx0fjadt,1.1221688911491186,,151.0,0.0364643955898072,0.0,100.0,8.0,500.0,-1.0
steps,2,in_context,2,1.1170929257720077,gkgzczep,1.1202870032881314,,12.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
steps,2,in_context,3,1.1268756692748894,zdr9v9bc,1.1235276994679029,,12.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
steps,2,in_context,4,1.1093014854388918,hppqu28p,1.1126377682189268,,13.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
steps,2,few_shot,0,1.1348366909802277,z72lc3n1,1.131752110623279,,13.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
steps,2,few_shot,1,1.1222088735279456,sri4no6t,1.0944734635322493,,24.0,0.1723598576082492,0.0,100.0,8.0,500.0,-1.0
steps,2,few_shot,2,1.1062283761644842,1z1qrs8m,1.142987942408879,,9.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
steps,2,few_shot,3,1.1210050675801084,4gum1u44,1.1137203950932275,,22.0,0.2076764556616242,0.0,1000.0,64.0,500.0,-1.0
steps,2,few_shot,4,1.1119572917775375,elm0z67v,1.1085963519577429,,9.0,0.2832583150532184,0.0,20.0,8.0,1000.0,-1.0
