task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps,best_boosting_round,model.np_params.dropout,model.np_train_params.learning_rate,model.np_train_params.epochs_per_round,model.lgbm_params.learning_rate,model.lgbm_params.lambda_l2,model.lgbm_params.min_data_in_leaf,model.lgbm_params.num_leaves,model.lgbm_params.max_bin,model.lgbm_params.max_depth
in_context,0,0.2516839993781087,5rrsyuye,0.2556740922618686,0.1300301737380159,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
in_context,1,0.2534065042021383,owxdjcmn,0.2550474231933153,0.1258649606565777,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
in_context,2,0.2500866756912877,4ir8f6t2,0.2655025788113194,0.1248841805898929,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
in_context,3,0.2522453313589842,bzsdyv71,0.2557572680266417,0.124874581299187,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
in_context,4,0.2629124464932374,lcww22cp,0.2526196790551657,0.1318229523167832,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
few_shot,0,0.2823160071722526,qwskfkxd,0.2581241353494365,0.128068884917158,,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0
few_shot,1,0.2834382778491481,mkla5ar8,0.2657694498721922,0.1306179232737462,,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0
few_shot,2,0.2524238193517094,sr7sbgsj,0.3077486921911612,0.1569970612771629,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
few_shot,3,0.2650541008120424,9a4gpxc7,0.2741869903984775,0.1679152169623795,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
few_shot,4,0.2438266446711141,2f3n69ky,0.2543058151868463,0.1287612773057463,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0
