fixed_effect_type,feature_dimension,task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps
steps,1,in_context,0,1.1202007604362794,grta0p0u,1.1180959260291363,0.6308150525944992
steps,1,in_context,1,1.118939087273952,541bwmgl,1.1186775959891282,0.6304486411804191
steps,1,in_context,2,1.098708133724499,gz415qgs,1.1126195270375556,0.627197451844767
steps,1,in_context,3,1.1249787738794026,umw69k9d,1.1139425264506355,0.6293775427613442
steps,1,in_context,4,1.1273290908437752,z3v00pk2,1.118684249412611,0.6301649072874975
steps,1,few_shot,0,1.1307395083273857,w3z6jd0o,1.1082949306345848,0.6281692047462102
steps,1,few_shot,1,1.1430940223238464,kwfw0cph,1.0900208281667052,0.6136503757495175
steps,1,few_shot,2,1.1412029738232048,476682cj,1.1266546407190994,0.6341957046435002
steps,1,few_shot,3,1.138800522217185,r4oymspq,1.129903706859898,0.6402997166736482
steps,1,few_shot,4,1.116559708681676,m7fn3u7z,1.1503815884348616,0.650817899173119
steps,2,in_context,0,1.1339190458019452,nsd9drpt,1.1274117369156271,0.6346300584229323
steps,2,in_context,1,1.1152699816192286,tbkds0fj,1.117791727074501,0.6306277055329603
steps,2,in_context,2,1.112215377944452,znitnghf,1.131500432501599,0.6370177844328234
steps,2,in_context,3,1.123420418092853,shxdprj3,1.1178698656977628,0.6316143886671354
steps,2,in_context,4,1.1263205538859562,gzt6slel,1.1333631159696722,0.6387851268043472
steps,2,few_shot,0,1.1203059220225855,zxrt33ci,1.1212720664836378,0.6317188565302831
steps,2,few_shot,1,1.1335639762907386,5t6h7e2l,1.1054241169693568,0.6226525558794392
steps,2,few_shot,2,1.143081541732614,phgc5dds,1.1177519559602682,0.6293652261333625
steps,2,few_shot,3,1.1461462452145972,5xiowmow,1.1289614733984243,0.6380830193799369
steps,2,few_shot,4,1.1191317440367603,dy51znr1,1.1339268055372305,0.6410408375203813
