fixed_effect_type,feature_dimension,task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps
steps,1,in_context,0,1.182714082769367,irtudeg1,1.1685142171886118,0.6938361164294488
steps,1,in_context,1,1.1554573549257263,md6dvjcd,1.1596330150805203,0.6888454985524618
steps,1,in_context,2,1.1777427783876515,balsgd46,1.175360664311827,0.693290435181664
steps,1,in_context,3,1.1809876508851098,k9z8y21q,1.199152928549978,0.7076709622658744
steps,1,in_context,4,1.1964479727726525,f4x28t13,1.1932973548926376,0.6989966534736668
steps,1,few_shot,0,1.2177953129465235,wfma778s,1.1986646076559218,0.7126849267593555
steps,1,few_shot,1,1.196962230338113,5ljclgsd,1.162124768524553,0.6912743782051187
steps,1,few_shot,2,1.1962431086069043,eldot2g6,1.2057155181781594,0.7098152612853291
steps,1,few_shot,3,1.261432578816701,wcp22qv5,1.1878132733714353,0.7053368060223819
steps,1,few_shot,4,1.2226597155787369,6cpdg5f5,1.206027375707972,0.7120189863090173
steps,2,in_context,0,1.5727862566837394,84ypsa1x,1.5813078736957693,0.9237154913089712
steps,2,in_context,1,1.572905759339268,6fg04cn2,1.5699079862571466,0.919120067740504
steps,2,in_context,2,1.5669487202719974,4swh4j1k,1.5824901508225346,0.9260091832168252
steps,2,in_context,3,1.5980036396473067,bgebej84,1.594837958069227,0.93414042661602
steps,2,in_context,4,1.5637519123645962,qe2vyaq1,1.596006417415931,0.928569336406304
steps,2,few_shot,0,1.6604605731308446,raofxzsy,1.6352690307602382,0.9550901604249652
steps,2,few_shot,1,1.6514406666077128,dxuxsspp,1.621782658223078,0.948702563587926
steps,2,few_shot,2,1.636537603524138,501qqgy8,1.6163682740026404,0.94246425369444
steps,2,few_shot,3,1.6630421949478185,32em9z69,1.6490847795778285,0.962997341589214
steps,2,few_shot,4,1.6444998131569653,ye8906b7,1.6009097439477975,0.936266056897263
